3,5,10,0.0035,0.000200061,0.014144277,0.010059792,0.143559068,0.976295412,,,
3,5,10,0.0025,0.000200061,0.014144277,0.010059792,0.143559068,0.976295412,,,
3,5,10,0.0025,0.000200061,0.014144278,0.010059792,0.143559068,0.976295412,,,
3,6,10,0.003,0.00021568,0.014686038,0.010507968,0.144751772,0.971754849,,,
3,5,10,0.003,0.000224095,0.014969794,0.010527767,0.156478047,0.971099496,,,
3,5,10,0.0035,0.000230123,0.015169812,0.010788557,0.163099289,0.97386986,,,
3,5,10,0.0025,0.000233874,0.015292956,0.010941204,0.163270861,0.968541205,,,
3,5,10,0.003,0.000247058,0.015718082,0.011202277,0.161761165,0.969493032,,,
3,5,10,0.003,0.000250255,0.015819442,0.011594609,0.175190166,0.966551006,,,
3,5,10,0.0025,0.000257414,0.016044118,0.011431468,0.17014043,0.968141377,,,
3,5,10,0.0038,0.000258447,0.016076284,0.011460998,0.162385464,0.962491989,,,
3,5,10,0.0035,0.000259573,0.016111258,0.01139248,0.168554127,0.964025319,,,
3,5,10,0.0035,0.000266278,0.016318014,0.011672994,0.16518943,0.96478951,,,
3,5,10,0.0025,0.000269942,0.016429912,0.011906594,0.175296783,0.965804338,,,
3,6,10,0.0035,0.000270898,0.016458971,0.011850889,0.172192097,0.965474486,,,
3,6,10,0.003,0.000271279,0.016470537,0.011168117,0.15866071,0.963507831,,,
3,6,10,0.003,0.000274336,0.016563088,0.011268693,1.074999928,0.974866211,,,
3,6,10,0.0035,0.000295417,0.017187696,0.012250149,0.161111653,0.970439374,,,
3,6,10,0.0035,0.00029638,0.017215705,0.011814778,1.198250532,0.975002646,,,
3,3,10,0.0035,0.000296388,0.017215921,0.011598935,1.461966038,0.969983399,,,
3,5,10,0.0038,0.000313498,0.017705861,0.012733395,0.188964024,0.953158677,,,
3,6,10,0.0025,0.000316211,0.017782332,0.0119844,0.151812032,0.970377564,,,
3,4,10,0.0035,0.000322523,0.017958924,0.012119027,1.541208386,0.962604463,,,
3,6,10,0.0025,0.000329722,0.018158261,0.012854671,1.403385997,0.96086812,,,
3,7,10,0.0025,0.000335618,0.018319879,0.012656477,1.814654708,0.968264222,,,
3,6,10,0.0025,0.000337507,0.01837136,0.012803842,0.162262931,0.9682073,,,
3,5,10,0.0025,0.000359679,0.018965214,0.013105193,0.170511335,0.962566912,,,
3,5,10,0.0025,0.017447691,0.012182933,1.64729619,0.965132713,,,,
3,5,10,0.002,0.01819687,0.013099725,1.639719963,0.967340648,,,,
3,5,10,0.003,0.019629052,0.014165084,1.152282834,0.970852911,,,,
3,5,10,0.003,0.019629052,0.014165084,1.152282834,0.970852911,,,,
3,6,10,0.003,0.019891547,0.014233002,1.439323664,0.963852167,,,,
3,4,10,0.003,0.021266114,0.015116865,1.340720654,0.957600772,,,,
3,5,10,0.0035,0.000237822,0.015421482,0.010816845,0.143685684,0.971875548,,,
3,5,10,0.0035,0.000203104,0.014251459,0.009805202,0.143502384,0.97388804,,,
3,5,10,0.0035,0.000399406,0.019985156,0.014555713,0.187637076,0.957620859,,,
3,5,10,0.0035,0.000490534,0.022147996,0.016446507,0.228318587,0.941250682,,,
3,5,10,0.0035,0.000378067,0.019443935,0.014044569,0.181037799,0.960636258,,,
3,5,10,0.0035,0.000321204,0.017922156,0.012711867,0.178348333,0.960935116,,,
3,5,10,0.0035,0.000294254,0.017153839,0.012551317,0.178892985,0.964816034,,,
3,5,10,0.0025,0.000471747,0.021719748,0.015989779,0.224392563,0.947953224,,,
3,5,10,0.004,0.00025975,0.016116755,0.01154322,0.172179967,0.967343807,,,
3,5,10,0.004,0.000678843,0.026054619,0.017627792,0.205105513,0.942055345,,,
3,5,10,0.004,0.000314719,0.017740309,0.011171854,0.138731033,0.970239103,,,
3,5,10,0.004,0.000321039,0.017917557,0.011371681,0.123555943,0.967042923,,,
3,5,10,0.0035,0.000258928,0.016091235,0.010730078,0.125745729,0.971535563,,,
3,5,10,0.0035,0.000257836,0.016057285,0.011275879,0.150105655,0.964869559,,,
3,5,10,0.0035,0.000229406,0.015146147,0.010689053,0.161491677,0.971083462,,,
3,5,10,0.0035,0.00067468,0.025974603,0.019279592,0.270565927,0.931800067,,,
3,5,10,0.0035,0.000295946,0.017203087,0.01083947,0.164195821,0.960962474,,,
3,5,10,0.0035,0.000243322,0.015598768,0.010786231,0.132468119,0.969260752,,,
3,5,10,0.0035,0.000404773,0.020118961,0.014263331,0.190988943,0.956930101,,,
3,5,10,0.0035,0.000781277,0.027951337,0.01991632,0.210006535,0.925447881,,,
3,5,10,0.0035,0.000317927,0.017830499,0.012675316,0.158823907,0.9617908,,,
3,5,10,0.0025,0.00045624,0.021359773,0.015020325,0.218161061,0.954210877,,,
3,5,10,0.0035,0.000342034,0.018494155,0.012422436,0.150642529,0.956340313,,,
3,5,10,0.0035,0.000286285,0.016919972,0.011665249,0.132747591,0.9819718,,,
3,6,10,0.004,4,0.15,0.000480065,0.021910395,0.014918095,0.164316908,0.973209143,
3,6,10,0.0035,3,0.15,0.000366297,0.019138891,0.013566327,0.165070564,0.976711094,
3,6,10,0.0035,3,0.15,0.000300116,0.017323865,0.011637709,0.141562983,0.969544649,
3,6,10,0.003,3,0.15,0.000313684,0.017711114,0.012395905,0.161282584,0.964719713,
3,6,10,0.0015,3,0.15,0.000408611,0.02021412,0.014140952,0.167392358,0.960787237,
3,6,10,0.0025,3,0.15,0.000280546,0.016749505,0.011754614,0.14918673,0.972477615,
3,6,10,0.002,3,0.15,0.000339673,0.018430226,0.012682091,0.153174877,0.969601214,
3,6,10,0.002,4,0.16,0.001441799,0.037971027,0.026738044,0.286309302,0.912503779,
3,6,10,0.0025,4,0.16,0.000457656,0.021392891,0.015148758,0.16355148,0.979504824,
3,6,10,0.0035,4,0.16,0.000351978,0.018761065,0.013268992,0.162253916,0.982870936,
3,6,10,0.0035,4,0.16,0.000352894,0.018785471,0.012980036,0.193815619,0.964338839,
3,6,10,0.004,4,0.16,0.000429448,0.020723131,0.014752908,0.182519242,0.957395911,
3,6,10,0.004,4,0.16,0.000504698,0.022465484,0.01558,0.171839312,0.949359,
3,6,10,0.004,4,0.16,0.000264662,0.016268425,0.011113608,0.143960267,0.965720177,
3,6,10,0.0035,4,0.16,0.000381048,0.019520447,0.014012367,0.189086571,0.95372355,
3,6,10,0.0035,4,0.1,0.000313368,0.017702198,0.012237948,0.158402219,0.964373529,
3,6,10,0.0035,4,0.5,0.000354821,0.018836683,0.013512016,0.172798499,0.964927077,
3,6,10,0.0035,4,1,0.000328194,0.018116115,0.012815641,0.165168762,0.962415814,
3,6,10,0.0035,4,0.1,0.001415296,0.037620421,0.025171481,0.234066099,0.928574383,
3,6,10,0.0035,4,0.1,0.000464566,0.021553786,0.015442566,0.194239944,0.944401324,
3,6,10,0.0035,4,0.1,0.000269086,0.016403852,0.011577769,0.147932917,0.966863573,
3,6,10,0.0035,4,0.1,0.000328924,0.018136259,0.012797239,0.170312941,0.969038606,
3,6,10,0.0035,4,0.15,0.000254005,0.015937522,0.011078592,0.155319363,0.964930356,
3,6,10,0.0035,4,0.12,0.000254005,0.015937522,0.011078592,0.155319363,0.964930356,
3,6,10,0.0035,4,0.12,0.008328748,0.091261975,0.075972311,1.119370341,0.882345676,
3,6,10,0.0035,4,0.12,0.000254005,0.015937522,0.011078592,0.155319363,0.964930356,
3,6,10,0.003,4,0.1,0.000254005,0.015937522,0.011078592,0.155319363,0.964930356,
3,6,10,0.003,4,0.1,0.000254005,0.015937522,0.011078592,0.155319363,0.964930356,
3,6,10,0.0032,4,0.1,0.000254005,0.015937522,0.011078592,0.155319363,0.964930356,
